ENTREZID	SYMBOL	TXCHROM
100038464	Gm15441	chr3
56338	Txnip	chr3
69870	Polr3gl	chr3
545554	Ankrd34a	chr3
280411	Lix1l	chr3
229613	6330549D23Rik	chr3
60365	Rbm8a	chr3
18632	Pex11b	chr3
213119	Itga10	chr3
213121	Ankrd35	chr3
229615	Pias3	chr3
78373	Nudt17	chr3
74414	Polr3c	chr3
67845	Rnf115	chr3
54215	Cd160	chr3
67583	4930442L01Rik	chr3
59020	Pdzk1	chr3
67549	Gpr89	chr3
14616	Gja8	chr3
14613	Gja5	chr3
66659	Acp6	chr3
77578	Bcl9	chr3
100504261	Gm17608	NA
258272	Olfr1402	chr3
68058	Chd1l	chr3
14263	Fmo5	chr3
108097	Prkab2	chr3
83679	Pde4dip	chr3
100504273	NA	NA
20333	Sec22b	chr3
433632	Gm5544	chr3
18129	Notch2	chr3
71078	Adam30	chr3
67709	Reg4	chr3
15360	Hmgcs2	chr3
236539	Phgdh	chr3
242109	Zfp697	chr3
100043461	Hsd3b9	NA
15495	Hsd3b4	chr3
100043456	Hsd3b8	chr3
545555	Gm5853	NA
15496	Hsd3b5	chr3
15493	Hsd3b2	chr3
15494	Hsd3b3	chr3
15497	Hsd3b6	chr3
15492	Hsd3b1	chr3
56185	Hao2	chr3
70560	Wars2	chr3
21384	Tbx15	chr3
74362	Spag17	chr3
320613	Spag17os	NA
269470	Wdr3	chr3
14547	Gdap2	chr3
73806	4930406D18Rik	chr3
74645	Tent5c	chr3
17156	Man1a2	chr3
242122	Vtcn1	chr3
229644	Trim45	chr3
74044	Ttf2	chr3
630146	Cd101	chr3
19221	Ptgfrn	chr3
12481	Cd2	chr3
78908	Igsf3	chr3
11928	Atp1a1	chr3
242125	Mab21l3	chr3
242126	Slc22a15	chr3
18072	Nhlh2	chr3
12373	Casq2	chr3
229658	Vangl1	chr3
319951	A230001M10Rik	chr3
18049	Ngf	chr3
78491	Tspan2os	chr3
70747	Tspan2	chr3
22094	Tshb	chr3
20957	Sycp1	chr3
381463	Nr1h5	chr3
66641	Sike1	chr3
229663	Csde1	chr3
18176	Nras	chr3
229665	Ampd1	chr3
329727	Dennd2c	chr3
68183	Bcas2	chr3
94093	Trim33	chr3
54524	Syt6	chr3
99543	Olfml3	chr3
15257	Hipk1	chr3
140917	Dclre1b	chr3
100503157	Gm15471	chr3
67489	Ap4b1	chr3
229672	Bcl2l15	chr3
19260	Ptpn22	chr3
229675	Rsbn1	chr3
100125931	Phtf1os	chr3
18685	Phtf1	chr3
99470	Magi3	chr3
433634	Gm5546	NA
269473	Lrig2	chr3
20501	Slc16a1	chr3
624251	Gm6485	NA
329731	Tafa3	chr3
71887	Ppm1j	chr3
11853	Rhoc	chr3
17454	Mov10	chr3
100504553	NA	NA
12340	Capza1	chr3
229681	St7l	chr3
22414	Wnt2b	chr3
80281	Cttnbp2nl	chr3
75269	4930564D02Rik	chr3
78635	Kcnd3os	chr3
56543	Kcnd3	chr3
53975	Ddx20	chr3
109050	Inka2	chr3
109905	Rap1a	chr3
433637	Gm5547	chr3
11542	Adora3	chr3
433638	I830077J02Rik	chr3
11950	Atp5pb	chr3
70465	Wdr77	chr3
12659	Ovgp1	chr3
100503311	Pifo	chr3
229687	Chil5	chr3
81600	Chia1	chr3
12655	Chil3	chr3
104183	Chil4	chr3
229688	Chil6	chr3
69206	2010016I18Rik	chr3
72121	Dennd2d	chr3
99712	Cept1	chr3
67171	Dram2	chr3
321000	Lrif1	chr3
12508	Cd53	chr3
258482	Olfr266	chr3
16491	Kcna3	chr3
229694	AI504432	chr3
109226	A930002I21Rik	NA
16490	Kcna2	chr3
242151	Kcna10	chr3
229697	Cym	chr3
319929	A630076J17Rik	chr3
246691	Prok1	chr3
68576	Lamtor5	chr3
229699	Slc16a4	chr3
229700	Rbm15	chr3
99738	Kcnc4	chr3
229706	Slc6a17	chr3
67591	Ubl4b	chr3
11694	Alx3	chr3
229707	Strip1	chr3
229709	Ahcyl1	chr3
12977	Csf1	chr3
280047	Gm5075	NA
99662	Eps8l3	chr3
100038644	Gm10667	NA
329735	4933431E20Rik	chr3
14866	Gstm5	chr3
68312	Gstm7	chr3
14867	Gstm6	chr3
14864	Gstm3	chr3
14863	Gstm2	chr3
14862	Gstm1	chr3
14865	Gstm4	chr3
109674	Ampd2	chr3
14686	Gnat2	chr3
14679	Gnai3	chr3
229714	Gpr61	chr3
229715	Amigo1	chr3
72023	Cyb561d1	chr3
72522	Atxn7l2	chr3
17306	Sypl2	chr3
26442	Psma5	chr3
20661	Sort1	chr3
100502732	Gm19343	NA
68753	Mybphl	chr3
100038453	Gm12522	chr3
56742	Psrc1	chr3
53883	Celsr2	chr3
20226	Sars	chr3
229722	Elapor1	chr3
75504	Cfap276	chr3
100217438	Scarna2	chr3
67495	Tmem167b	chr3
99730	Taf13	chr3
99512	Wdr47	chr3
100862093	NA	NA
229725	Clcc1	chr3
76123	Gpsm2	chr3
329738	Aknad1	chr3
20912	Stxbp3	chr3
320181	Fndc7	chr3
66921	Prpf38b	chr3
66715	Henmt1	chr3
329739	Fam102b	chr3
74686	Slc25a54	chr3
100502813	NA	NA
229731	Slc25a24	chr3
57257	Vav3	chr3
80883	Ntng1	chr3
99890	Prmt6	chr3
625585	Gm6602	chr3
545562	Amy2b	chr3
100862117	NA	NA
109959	Amy2a5	chr3
100043684	Amy2a4	chr3
100862123	NA	NA
100043686	Amy2a3	chr3
100862131	NA	NA
100043688	Amy2a2	chr3
100862139	NA	NA
100043207	Amy2a1	NA
11722	Amy1	chr3
67225	Rnpc3	chr3
100502863	NA	NA
12814	Col11a1	chr3
229759	Olfm3	chr3
13609	S1pr1	chr3
68161	A930005H10Rik	chr3
69740	Dph5	chr3
66500	Slc30a7	chr3
58193	Extl2	chr3
22329	Vcam1	chr3
64378	Gpr88	chr3
229776	Cdc14a	chr3
66368	Rtca	chr3
13171	Dbt	chr3
109245	Lrrc39	chr3
229780	Trmt13	chr3
72776	Sass6	chr3
15247	Mfsd14a	chr3
229782	Slc35a3	chr3
77559	Agl	chr3
20321	Frrs1	chr3
114301	Palmd	chr3
74654	4930455H04Rik	chr3
433646	1700061I17Rik	chr3
229791	Plppr4	chr3
75769	Plppr5	chr3
76561	Snx7	chr3
387155	Mir137	chr3
791377	Gm9916	NA
99586	Dpyd	chr3
56195	Ptbp2	chr3
100502997	NA	NA
66568	Rwdd3	chr3
99887	Tlcd4	chr3
66789	Alg14	chr3
71994	Cnn3	chr3
213603	Slc44a3	chr3
319839	A530020G20Rik	NA
100503044	A730020M07Rik	chr3
619318	4930432M17Rik	chr3
14066	F3	chr3
19299	Abcd3	chr3
214137	Arhgap29	chr3
11304	Abca4	chr3
14630	Gclm	chr3
100503394	Gm17494	NA
99480	Dnttip2	chr3
791077	Mir760	chr3
100043726	Gm4610	NA
29815	Bcar3	chr3
214459	Fnbp1l	chr3
242202	Pde5a	chr3
71647	4930447N08Rik	chr3
74057	4933405D12Rik	chr3
14079	Fabp2	chr3
100862236	NA	NA
67704	1810037I17Rik	chr3
99526	Usp53	chr3
59006	Myoz2	chr3
118449	Synpo2	chr3
69608	Sec24d	chr3
210529	Mettl14	chr3
19142	Prss12	chr3
69895	Snhg8	chr3
100306957	Snora24	chr3
83398	Ndst3	chr3
668809	Gm9372	NA
229801	Tram1l1	chr3
71824	1700006A11Rik	chr3
384775	1700003H04Rik	chr3
64580	Ndst4	chr3
22239	Ugt8a	chr3
271970	Arsj	chr3
100047282	NA	NA
108058	Camk2d	chr3
109676	Ank2	chr3
100862268	Gm16958	chr3
100043364	NA	NA
28036	Larp7	chr3
723948	Mir302b	chr3
723835	Mir302c	chr3
723920	Mir302a	chr3
723928	Mir302d	chr3
723911	Mir367	chr3
71643	Zgrf1	chr3
11924	Neurog2	chr3
71481	Alpk1	chr3
211550	Tifa	chr3
211556	Ap1ar	chr3
70617	Fam241a	chr3
329753	9830132P13Rik	chr3
100038383	Gm10650	NA
402774	D030025E07Rik	chr3
18741	Pitx2	chr3
13809	Enpep	chr3
435755	Pou5f1-rs4	chr3
170439	Elovl6	chr3
13645	Egf	chr3
319224	6330410L21Rik	chr3
242235	Lrit3	chr3
20132	Rrh	chr3
68147	Gar1	chr3
12630	Cfi	chr3
66350	Pla2g12a	chr3
12368	Casp6	chr3
66815	Mcub	chr3
99683	Sec24b	chr3
77018	Col25a1	chr3
71760	Etnppl	chr3
66357	Ostc	chr3
100862291	NA	NA
68436	Rpl34	chr3
16842	Lef1	chr3
15107	Hadh	chr3
71519	Cyp2u1	chr3
100503594	4930534D22Rik	NA
74442	Sgms2	chr3
23971	Papss1	chr3
100862309	NA	NA
56811	Dkk2	chr3
433653	Gimd1	chr3
13722	Aimp1	chr3
100862343	NA	NA
271981	Tbck	chr3
114249	Npnt	chr3
67553	Gstcd	chr3
71793	Ints12	chr3
77669	Arhgef38	chr3
74776	Ppa2	chr3
214133	Tet2	chr3
319478	Cxxc4	chr3
100316832	Mir1895	chr3
75208	4930539C22Rik	chr3
21338	Tacr3	chr3
229841	Cenpe	chr3
69772	Bdh2	chr3
97086	Slc9b2	chr3
74446	Slc9b1	chr3
67006	Cisd2	chr3
319587	4930539J05Rik	chr3
66105	Ube2d3	chr3
110173	Manba	chr3
668745	NA	NA
18033	Nfkb1	chr3
791324	Gm9799	NA
67547	Slc39a8	chr3
71038	4933401H06Rik	chr3
100039350	Gm16500	NA
242248	Bank1	chr3
70055	1700030L20Rik	chr3
19055	Ppp3ca	chr3
59308	Emcn	chr3
229862	Gm4861	chr3
73284	Ddit4l	chr3
51788	H2az1	chr3
100503440	NA	NA
70604	Dnajb14	chr3
56692	Lamtor3	chr3
26377	Dapp1	chr3
100503465	NA	NA
329763	Gm5105	chr3
17777	Mttp	chr3
108943	Trmt10a	chr3
67741	4930579F01Rik	chr3
68369	0610031O16Rik	chr3
11529	Adh7	chr3
11522	Adh1	chr3
69117	Adh6a	chr3
100417514	Adh6b	chr3
639769	Adh6-ps1	chr3
26876	Adh4	chr3
11532	Adh5	chr3
75624	Metap1	chr3
13684	Eif4e	chr3
100316706	Mir1956	chr3
74635	4930425O10Rik	chr3
56224	Tspan5	chr3
229877	Rap1gds1	chr3
229879	Gm4862	NA
381476	Stpg2	chr3
18598	Pdha2	chr3
22253	Unc5c	chr3
12167	Bmpr1b	chr3
56376	Pdlim5	chr3
229898	Gbp5	chr3
229900	Gbp7	chr3
55932	Gbp3	chr3
14468	Gbp2b	chr3
14469	Gbp2	chr3
229905	Kyat3	chr3
229906	Gtf2b	chr3
109333	Pkn2	chr3
320229	9530052C20Rik	chr3
320072	A830019L24Rik	chr3
621809	Gm6260	chr3
16911	Lmo4	chr3
545572	NA	NA
23908	Hs2st1	chr3
93684	Selenof	chr3
54673	Sh3glb1	chr3
12722	Clca3a1	chr3
80797	Clca3a2	chr3
229927	Clca3b	chr3
622139	Clca4c-ps	chr3
99709	Clca4b	chr3
100504497	Gm16233	NA
99663	Clca4a	chr3
23844	Clca1	chr3
229933	Clca2	chr3
52184	Odf2l	chr3
71355	Col24a1	chr3
229937	Znhit6	chr3
16007	Ccn1	chr3
100216343	Gm17501	NA
69219	Ddah1	chr3
100504532	NA	NA
12042	Bcl10	chr3
66421	2410004B18Rik	chr3
214804	Syde2	chr3
242253	Dnai3	chr3
171166	Mcoln3	chr3
68279	Mcoln2	chr3
65086	Lpar3	chr3
100038607	Gm10636	chr3
99167	Ssx2ip	chr3
74245	Ctbs	chr3
70951	Spata1	chr3
14707	Gng5	chr3
70285	Rpf1	chr3
56629	Dnase2b	chr3
22262	Uox	chr3
100286843	Gm16325	chr3
75015	Samd13	chr3
18749	Prkacb	chr3
70892	Ttll7	chr3
99633	Adgrl2	chr3
100038391	Gm10287	NA
381482	Gm1653	NA
100628568	Mir3963	chr3
100504653	4930555A03Rik	NA
170757	Adgrl4	chr3
99899	Ifi44	chr3
15061	Ifi44l	chr3
19220	Ptgfr	chr3
54120	Gipc2	chr3
67035	Dnajb4	chr3
51886	Fubp1	chr3
68810	Nexn	chr3
215708	Miga1	chr3
170822	Usp33	chr3
108946	Zzz3	chr3
229949	Ak5	chr3
99542	AI115009	chr3
329777	Pigk	chr3
26938	St6galnac5	chr3
20447	St6galnac3	chr3
545578	NA	NA
70594	5730460C07Rik	chr3
66772	Asb17	chr3
72317	Asb17os	chr3
55993	Msh4	chr3
19352	Rabggtb	chr3
100217468	Snord45b	chr3
100217425	Snord45c	chr3
11364	Acadm	chr3
242259	Slc44a5	chr3
16875	Lhx8	chr3
99686	AI606473	chr3
209584	Tyw3	chr3
12972	Cryz	chr3
209601	Erich3	chr3
435766	Tnni3k	chr3
75540	Fpgt	chr3
74435	Lrriq3	chr3
329780	9330178D15Rik	chr3
329782	4930570G19Rik	chr3
320840	Negr1	chr3
100502679	Gm15577	NA
53861	Zranb2	chr3
387181	Mir186	chr3
19218	Ptger3	chr3
107869	Cth	chr3
433667	Ankrd13c	chr3
69207	Srsf11	chr3
67144	Lrrc40	chr3
242274	Lrrc7	chr3
624759	Gm20752	chr3
76131	Depdc1a	chr3
19892	Rpe65	chr3
68151	Wls	chr3
100312470	Vmn1r2	chr4
100312471	Vmn1r3	chr4
100039044	NA	NA
666513	Gm11787	NA
100499523	Mir3471-2	chr4
72098	Tmem68	chr4
116940	Tgs1	chr4
70143	2210414B05Rik	chr4
17096	Lyn	chr4
70720	6330407A03Rik	NA
67427	Rps20	chr4
17451	Mos	chr4
56711	Plag1	chr4
66433	Chchd7	chr4
242285	Sdr16c5	chr4
242286	Sdr16c6	chr4
18619	Penk	chr4
242291	Bpnt2	chr4
73872	4930423M02Rik	chr4
242297	Fam110b	chr4
100504030	NA	NA
68053	Ubxn2b	chr4
13122	Cyp7a1	chr4
53378	Sdcbp	chr4
18201	Nsmaf	chr4
252838	Tox	chr4
71510	8430436N08Rik	chr4
12319	Car8	chr4
100039478	Gm11810	NA
59021	Rab2a	chr4
666752	Gm8273	NA
320790	Chd7	chr4
74438	Clvs1	chr4
65973	Asph	chr4
320152	4930412C18Rik	chr4
242316	Gdf6	chr4
74662	4930448K20Rik	chr4
73624	1700123O12Rik	chr4
100499521	Mir3471-1	chr4
67157	Cfap418	chr4
100039746	NA	NA
71801	Plekhf2	chr4
76947	Ndufaf6	chr4
100503518	Gm11827	chr4
735261	Mir684-2	chr4
60599	Trp53inp1	chr4
12448	Ccne2	chr4
72656	Ints8	chr4
381510	Dpy19l4	chr4
100861935	NA	NA
207920	Esrp1	chr4
634834	Gm11821	NA
66185	Virma	chr4
623474	Rad54b	chr4
100503583	Fsbp	chr4
14579	Gem	chr4
12557	Cdh17	chr4
381511	Pdp1	chr4
100503636	1700123M08Rik	chr4
100038424	Gm10604	NA
329795	Tmem67	chr4
77604	Rbm12b2	chr4
72397	Rbm12b1	chr4
68099	Cibar1	chr4
208820	Triqk	chr4
100039988	Gm11826	NA
12395	Runx1t1	chr4
208890	Slc26a7	chr4
73314	Lrrc69	chr4
72201	Otud6b	chr4
72519	Pip4p2	chr4
100038514	Gm11837	chr4
69352	Necab1	chr4
100201	Tmem64	chr4
12307	Calb1	chr4
67460	Decr1	chr4
27354	Nbn	chr4
209212	Osgin2	chr4
192656	Ripk2	chr4
100415915	A530072M11Rik	chr4
17389	Mmp16	chr4
30952	Cngb3	chr4
70568	Cpne3	chr4
66302	Rmdn1	chr4
107568	Wwp1	chr4
74087	Slc7a13	chr4
242341	Atp6v0d2	chr4
74988	4930480G23Rik	chr4
50500	Ttpa	chr4
14590	Ggh	chr4
269513	Nkain3	chr4
230025	Prdm13	chr4
51813	Ccnc	chr4
77032	Tstd3	chr4
77593	Usp45	chr4
67735	4930528A17Rik	NA
66625	Pnisr	chr4
230027	Coq3	chr4
76132	Faxc	chr4
269514	Fbxl4	chr4
18992	Pou3f2	chr4
212377	Mms22l	chr4
212390	Klhl32	chr4
68493	Ndufaf4	chr4
319564	C230012O17Rik	NA
81006	Gpr63	chr4
57756	Fhl5	chr4
67490	Ufl1	chr4
625732	Gm11893	NA
14348	Fut9	chr4
242362	Manea	chr4
75360	4930548K13Rik	chr4
13841	Epha7	chr4
75332	4930556G01Rik	NA
26409	Map3k7	chr4
100038651	D130062J21Rik	NA
100504106	NA	NA
12014	Bach2	chr4
414068	Bach2os	chr4
14610	Gja10	chr4
26885	Casp8ap2	chr4
100019	Mdn1	chr4
108755	Lyrm2	chr4
140577	Ankrd6	chr4
52187	Rragd	chr4
100504166	4933421O10Rik	chr4
56228	Ube2j1	chr4
14409	Gabrr2	chr4
14408	Gabrr1	chr4
242377	Pm20d2	chr4
272009	Srsf12	chr4
108767	Pnrc1	chr4
24018	Rngtt	chr4
12801	Cnr1	chr4
67652	Spaca1	chr4
636187	Gm20764	NA
433693	Akirin2	chr4
50793	Orc3	chr4
109093	Rars2	chr4
24060	Slc35a1	chr4
69329	Cfap206	chr4
214568	Gm136	chr4
66291	Smim8	chr4
30046	Zfp292	chr4
12640	Cga	chr4
73696	Platr9	chr4
214944	Mob3b	chr4
387510	Ifnk	chr4
73205	C9orf72	chr4
100504458	Gm12367	NA
242384	Lingo2	chr4
100124458	Mir876	chr4
100124457	Mir873a	chr4
100042132	Gm12371	chr4
75471	1700009N14Rik	chr4
11428	Aco1	chr4
230073	Ddx58	chr4
106021	Topors	chr4
100504309	Smim27	chr4
230075	Ndufb6	chr4
75819	4930509K18Rik	chr4
320500	Tmem215	chr4
71293	4933428C19Rik	chr4
66408	Aptx	chr4
622208	Gm6297	NA
15502	Dnaja1	chr4
387203	Mir207	chr4
74255	Smu1	chr4
14595	B4galt1	chr4
100628614	Mir5123	chr4
20731	Spink4	chr4
12017	Bag1	chr4
76959	Chmp5	chr4
74164	Nfx1	chr4
100526501	Mir3094	chr4
11832	Aqp7	chr4
11828	Aqp3	chr4
230082	Nol6	chr4
67615	Ube2r2	chr4
68926	Ubap2	chr4
68970	Dcaf12	chr4
67123	Ubap1	chr4
109242	Kif24	chr4
66401	Nudt2	chr4
329828	Myorg	chr4
100862160	NA	NA
73721	1110017D15Rik	chr4
76992	Fam219aos	chr4
71901	Fam219a	chr4
68922	Dnai1	chr4
69638	Enho	chr4
12804	Cntfr	chr4
69961	Rpp25l	chr4
53598	Dctn3	chr4
550619	Arid3c	chr4
18391	Sigmar1	chr4
14430	Galt	chr4
16157	Il11ra1	chr4
20301	Ccl27a	chr4
100039789	Gm12407	NA
100861610	Gm21075	NA
100862170	NA	NA
100862177	Ccl21d	chr4
100861618	Ccl19-ps1	NA
100041579	Gm20878	chr4
100043920	Fam205a4	NA
100041549	NA	NA
100861635	Gm21093	NA
100861647	Gm21104	NA
100042539	Gm3893	NA
100504346	Gm13304	NA
100039848	NA	NA
100039863	Gm13306	NA
100504376	NA	NA
100042555	Gm13305	chr4
100862228	NA	NA
100862237	NA	NA
100042493	Ccl21b	chr4_GL456350_random
621580	Gm21953	chr4
100862261	Fam205a3	NA
100861661	NA	NA
100861670	NA	NA
100862247	Gm21586	NA
100042519	Gm3883	NA
100042524	Gm13303	NA
545611	Fam205a2	chr4
100039331	Gm2163	NA
100504239	Gm10591	chr4_GL456350_random
100040035	Gm2564	NA
100040048	Ccl27b	chr4
100504407	NA	NA
16158	Il11ra2	chr4
73350	1700045I11Rik	NA
100861715	Gm21158	NA
24047	Ccl19	chr4
18829	Ccl21a	chr4_JH584294_random
100316865	Gm10931	NA
100861727	Gm12394	NA
277773	Fam205c	chr4
230085	Phf24	chr4
56323	Dnajb5	chr4
67317	1700022I11Rik	chr4
100862318	NA	NA
269523	Vcp	chr4
60534	Fancg	chr4
56703	Pigo	chr4
66592	Stoml2	chr4
230088	Fam214b	chr4
22249	Unc13b	chr4
320571	Atp8b5	chr4
100213	Rusc2	chr4
329831	Fam166b	chr4
21754	Tesk1	chr4
12517	Cd72	chr4
54390	Sit1	chr4
19782	Rmrp	chr4
622404	Ccdc107	chr4
230098	Arhgef39	chr4
100503819	Gm12454	NA
230099	Car9	chr4
22004	Tpm2	chr4
21894	Tln1	chr4
12913	Creb3	chr4
230101	Gba2	chr4
242406	Rgp1	chr4
100039672	Msmp	chr4
230103	Npr2	chr4
433700	Spag8	chr4
68917	Hint2	chr4
242408	Fam221b	chr4
242409	Tmem8b	chr4
56014	Olfr70	chr4
56015	Olfr71	chr4
100039781	Hrct1	chr4
71406	Spaar	chr4
319973	A630077J23Rik	chr4
29849	Olfr159	chr4
29848	Olfr29-ps1	chr4
29846	Olfr156	chr4
100040268	Olfr157	chr4
29845	Olfr155	chr4
53614	Reck	chr4
384009	Glipr2	chr4
442829	Ccin	chr4
12757	Clta	chr4
50798	Gne	chr4
623796	NA	NA
73469	Rnf38	chr4
100628618	Mir5106	chr4
17279	Melk	chr4
100503944	Gm19980	NA
18507	Pax5	chr4
100628590	Mir5120	chr4
100503954	NA	NA
319885	Zcchc7	chr4
76238	Grhpr	chr4
230119	Zbtb5	chr4
73405	1700055D18Rik	NA
64424	Polr1e	chr4
269529	Fbxo10	chr4
68512	Tomm5	chr4
666060	Frmpd1	chr4
78508	Frmpd1os	chr4
69934	Trmt10b	chr4
66362	Exosc3	chr4
242418	Dcaf10	chr4
230125	Slc25a51	chr4
230126	Shb	chr4
100040557	Gm12408	chr4
329839	Gm829	chr4
100040567	Gm12409	chr4
72535	Aldh1b1	chr4
75426	Igfbpl1	chr4
74152	Stra6l	chr4
381522	Ccdc180	chr4
100121	Tdrd7	chr4
21916	Tmod1	chr4
272027	Tstd2	chr4
433702	Ncbp1	chr4
22590	Xpa	chr4
110805	Foxe1	chr4
74753	Trmo	chr4
93966	Hemgn	chr4
67628	Anp32b	chr4
100503131	NA	NA
94181	Nans	chr4
74735	Trim14	chr4
107684	Coro2a	chr4
381605	Tbc1d2	chr4
242425	Gabbr2	chr4
75691	Anks6	chr4
230145	Galnt12	chr4
12819	Col15a1	chr4
21812	Tgfbr1	chr4
56737	Alg2	chr4
66212	Sec61b	chr4
18124	Nr4a3	chr4
67727	Stx17	chr4
76299	Erp44	chr4
100316708	Mir1958	chr4
16348	Invs	chr4
100503154	Gm19579	NA
269536	Tex10	chr4
66665	Msantd3	chr4
230157	Tmeff1	chr4
100861629	NA	NA
68016	Cavin4	chr4
272031	Plppr1	chr4
209186	Acnat2	chr4
230161	Acnat1	chr4
12012	Baat	chr4
28028	Mrpl50	chr4
230162	Zfp189	chr4
230163	Aldob	chr4
67063	Pgap4	chr4
109331	Rnf20	chr4
242443	Grin3a	chr4
19059	Ppp3r2	chr4
74914	Cylc2	chr4
329844	C630028M04Rik	chr4
72648	Smc2os	chr4
14211	Smc2	chr4
68274	Toporsl	chr4
75367	4930552N02Rik	chr4
258857	Olfr275	chr4
258821	Olfr273	chr4
258836	Olfr272	chr4
258600	Olfr270	chr4
73398	Nipsnap3a	chr4
66536	Nipsnap3b	chr4
11303	Abca1	chr4
78180	4930522O17Rik	chr4
381524	Mexis	chr4
100434	Slc44a1	chr4
100861652	NA	NA
319636	Fsd1l	chr4
246179	Fktn	chr4
21350	Tal2	chr4
435784	Rps15a-ps8	NA
52076	Tmem38b	chr4
242466	Zfp462	chr4
100503249	NA	NA
670211	Gm12508	NA
19359	Rad23b	chr4
100415914	Gm12505	chr4
16600	Klf4	chr4
11471	Actl7b	chr4
11470	Actl7a	chr4
230233	Elp1	chr4
230234	Abitram	chr4
54366	Ctnnal1	chr4
242474	Tmem245	chr4
723837	Mir32	chr4
230235	Frrs1l	chr4
54357	Epb41l4b	chr4
329851	Gm12530	chr4
545622	Ptpn3	chr4
73349	1700042G15Rik	chr4
619973	Gm12538	NA
242481	NA	chr4
100038668	Gm12526	NA
11641	NA	chr4
242484	D630039A03Rik	chr4
22166	Txn1	chr4
67402	Txndc8	chr4
64817	Svep1	chr4
18198	Musk	chr4
14745	Lpar1	chr4
100526502	Mir3095	chr4
258922	Olfr267	chr4
230249	Ecpas	chr4
100041581	Zkscan16	chr4
67103	Ptgr1	chr4
72429	Dnajc25	chr4
14700	Gng10	chr4
100155	Shoc1	chr4
22234	Ugcg	chr4
634731	Susd1	chr4
230257	Ptbp3	chr4
72479	Hsdl2	chr4
230259	E130308A19Rik	chr4
66209	Inip	chr4
209131	Snx30	chr4
30936	Slc46a2	chr4
17843	Mup4	chr4
620807	Mup6	chr4
100041658	Mup7	chr4
17841	Mup2	chr4
100041687	Mup8	chr4
100038948	Mup9	chr4
17840	Mup1	chr4
100039008	Mup10	chr4
100039028	Mup11	chr4
100039054	Mup12	chr4
100861909	Mup22	chr4
100039089	Mup13	chr4
100039116	Mup14	chr4
100039150	Mup15	chr4
100039019	Mup-ps12	NA
100039177	Mup16	chr4
100039206	Mup17	chr4
100048884	Mup18	chr4
100189605	Mup19	chr4
17844	Mup5	chr4
381530	Mup20	chr4
17842	Mup3	chr4
381531	Mup21	chr4
22696	Zfp37	chr4
20530	Slc31a2	chr4
338355	Fkbp15	chr4
20529	Slc31a1	chr4
66440	Cdc26	chr4
70052	Prpf4	chr4
76072	Rnf183	chr4
71354	Wdr31	chr4
192120	Bspry	chr4
72748	Hdhd3	chr4
17025	Alad	chr4
59001	Pole3	chr4
214106	4933430I17Rik	chr4
50780	Rgs3	chr4
72701	Zfp618	chr4
11699	Ambp	chr4
16552	Kif12	chr4
373864	Col27a1	chr4
735262	Mir455	chr4
18405	Orm1	chr4
18407	Orm3	chr4
18406	Orm2	chr4
100182	Akna	chr4
66783	Aknaos	NA
73750	Whrn	chr4
66290	Atp6v1g1	chr4
100503980	Gm11483	NA
230279	Tmem268	chr4
670833	Gm11213	chr4
75524	Tex48	chr4
326623	Tnfsf15	chr4
21949	Tnfsf8	chr4
21923	Tnc	chr4
100504061	8030451A03Rik	NA
18491	Pappa	chr4
56079	Astn2	chr4
69807	Trim32	chr4
21898	Tlr4	chr4
56710	Brinp1	chr4
214444	Cdk5rap2	chr4
230316	Megf9	chr4
21885	Tle1	chr4
68285	C630043F03Rik	NA
353204	Aldoart1	chr4
433719	Gm11487	chr4
623180	NA	NA
623197	Gm11237	chr4
100862015	Gm11236	chr4
100502896	Gm11238	chr4
100502924	Gm38423	chr4
242502	Gm428	chr4
242505	Rasef	chr4
667768	Gm11240	chr4
545637	Gm11758	chr4
623272	Gm11757	NA
667780	Gm13871	NA
623281	Gm11756	chr4
71886	2310002L09Rik	chr4
242506	Frmd3	chr4
76804	Kdm4c	chr4
66928	Dmac1	chr4
19266	Ptprd	chr4
100046763	NA	NA
22178	Tyrp1	chr4
52829	Lurap1l	chr4
17475	Mpdz	chr4
545641	Gm5860	chr4
18028	Nfib	chr4
76455	2310067E19Rik	NA
68268	Zdhhc21	chr4
12622	Cer1	chr4
329872	Frem1	chr4
69863	Ttc39b	chr4
790913	Gm11413	chr4
77634	Snapc3	chr4
101739	Psip1	chr4
100862057	NA	NA
320226	Ccdc171	chr4
242509	Bnc2	chr4
338349	Cntln	chr4
20404	Sh3gl2	chr4
329876	Gm12680	NA
77739	Adamtsl1	chr4
75811	Saxo1	chr4
68441	Rraga	chr4
230376	Haus6	chr4
100217448	Scarna8	chr4
11520	Plin2	chr4
329877	Dennd4c	chr4
100504343	NA	NA
20104	Rps6	chr4
230379	Acer2	chr4
76376	Slc24a2	chr4
70122	Mllt3	chr4
230393	Focad	chr4
735282	Mir491	chr4
66775	Hacd4	chr4
15977	Ifnb1	chr4
242517	Ifna15	chr4
404549	Ifna14	chr4
15972	Ifna9	chr4
242519	Ifna12	chr4
381590	Pramel32	chr4
230396	Ifna13	chr4
230398	Ifna16	chr4
15965	Ifna2	chr4
15974	Ifnab	chr4
242521	Klhl9	chr4
435791	Gm13271	chr4
100041062	Gm13286	chr4
545645	Gm13283	chr4
545646	Gm13290	NA
545647	Gm13289	chr4
545648	Gm13272	chr4
319146	Ifnz	chr4
545649	Gm13276	chr4
